episode,env_steps_total,episode_reward,score,survival_steps,epsilon,loss_mean,terminated,truncated,death_reason,fruit_reward_sum,distance_shaping_reward_sum,death_penalty_sum,planner_intervention_count,all_actions_unsafe_count
297,117221,229.0,14,150,0.257916,0.3892,True,False,body,140.0,99.0,-10.0,5,1
298,117610,393.0,21,389,0.256907,0.3815,True,False,wall,210.0,193.0,-10.0,17,1
299,117805,241.0,13,195,0.256403,0.3785,True,False,body,130.0,121.0,-10.0,3,1
300,117948,188.0,12,143,0.256035,0.3639,True,False,body,120.0,78.0,-10.0,3,1
301,118127,253.0,15,179,0.255574,0.381,True,False,wall,150.0,113.0,-10.0,4,1
302,118942,989.0,55,815,0.253491,0.3686,True,False,wall,550.0,449.0,-10.0,47,1
303,119437,637.0,33,495,0.252235,0.401,True,False,body,330.0,317.0,-10.0,12,1
304,119947,592.0,29,510,0.25095,0.3767,True,False,body,290.0,312.0,-10.0,21,1
305,120712,732.0,36,765,0.249038,0.4114,True,False,body,360.0,382.0,-10.0,58,1
306,121080,510.0,29,368,0.248124,0.3965,True,False,body,290.0,230.0,-10.0,13,1
307,121678,684.0,39,598,0.246649,0.3956,True,False,body,390.0,304.0,-10.0,41,1
308,121929,245.0,11,251,0.246033,0.382,True,False,body,110.0,145.0,-10.0,5,1
309,122430,599.0,29,501,0.244809,0.4142,True,False,body,290.0,319.0,-10.0,13,1
310,122820,470.0,27,390,0.243862,0.41,True,False,body,270.0,210.0,-10.0,19,1
311,123193,381.0,19,373,0.24296,0.4359,True,False,body,190.0,201.0,-10.0,14,1
312,123469,345.0,18,276,0.242295,0.433,True,False,body,180.0,175.0,-10.0,10,1
313,123816,388.0,18,347,0.241463,0.4219,True,False,body,180.0,218.0,-10.0,14,1
314,124631,937.0,51,815,0.239522,0.4269,True,False,wall,510.0,437.0,-10.0,34,1
315,124977,404.0,21,346,0.238704,0.4158,True,False,body,210.0,204.0,-10.0,12,1
316,125541,645.0,34,564,0.237379,0.4104,True,False,body,340.0,315.0,-10.0,29,1
317,125845,406.0,23,304,0.236668,0.412,True,False,body,230.0,186.0,-10.0,21,1
318,126084,310.0,18,239,0.236111,0.4105,True,False,body,180.0,140.0,-10.0,14,1
319,126702,779.0,40,618,0.234679,0.4373,True,False,body,400.0,389.0,-10.0,26,1
320,126861,193.0,11,159,0.234312,0.4244,True,False,body,110.0,93.0,-10.0,9,1
321,127197,352.0,17,336,0.23354,0.4473,True,False,body,170.0,192.0,-10.0,6,1
322,127448,328.0,18,251,0.232965,0.4188,True,False,body,180.0,158.0,-10.0,4,1
323,127626,248.0,13,178,0.232558,0.4117,True,False,body,130.0,128.0,-10.0,2,1
324,128327,825.0,41,701,0.230966,0.4385,True,False,body,410.0,425.0,-10.0,19,1
325,128970,742.0,38,643,0.229517,0.4475,True,False,body,380.0,372.0,-10.0,30,1
326,129409,592.0,32,439,0.228535,0.4507,True,False,body,320.0,282.0,-10.0,16,1
327,129966,674.0,36,557,0.227296,0.432,True,False,body,360.0,324.0,-10.0,16,1
328,130266,396.0,21,300,0.226632,0.4819,True,False,body,210.0,196.0,-10.0,11,1
329,130793,651.0,33,527,0.225472,0.4627,True,False,body,330.0,331.0,-10.0,21,1
330,131139,444.0,21,346,0.224715,0.4703,True,False,body,210.0,244.0,-10.0,8,1
331,131486,426.0,24,347,0.223959,0.4545,True,False,body,240.0,196.0,-10.0,24,1
332,131658,239.0,14,172,0.223585,0.4474,True,False,body,140.0,109.0,-10.0,4,1
333,132124,641.0,32,466,0.222577,0.453,True,False,body,320.0,331.0,-10.0,11,1
334,132454,400.0,21,330,0.221867,0.4385,True,False,body,210.0,200.0,-10.0,15,1
335,132946,582.0,31,492,0.220813,0.4369,True,False,body,310.0,282.0,-10.0,24,1
336,133223,418.0,24,277,0.220223,0.4599,True,False,body,240.0,188.0,-10.0,6,1
337,133482,364.0,20,259,0.219672,0.436,True,False,body,200.0,174.0,-10.0,8,1
338,133695,281.0,15,213,0.219221,0.4297,True,False,body,150.0,141.0,-10.0,3,1
339,134233,663.0,34,538,0.218087,0.4386,True,False,body,340.0,333.0,-10.0,24,1
340,134294,57.0,3,61,0.217959,0.4378,True,False,body,30.0,37.0,-10.0,0,1
341,134616,369.0,22,322,0.217284,0.4341,True,False,body,220.0,159.0,-10.0,21,1
342,134944,427.0,24,328,0.2166,0.4304,True,False,body,240.0,197.0,-10.0,15,1
343,135486,741.0,40,542,0.215475,0.4143,True,False,body,400.0,351.0,-10.0,15,1
344,135840,464.0,23,354,0.214744,0.403,True,False,body,230.0,244.0,-10.0,8,1
345,136213,532.0,28,373,0.213978,0.4031,True,False,body,280.0,262.0,-10.0,19,1
346,136298,111.0,7,85,0.213804,0.4007,True,False,body,70.0,51.0,-10.0,1,1
347,136822,614.0,33,524,0.212734,0.398,True,False,body,330.0,294.0,-10.0,28,1
348,137385,683.0,37,563,0.211593,0.3978,True,False,body,370.0,323.0,-10.0,34,1
349,137695,385.0,20,310,0.210968,0.3986,True,False,body,200.0,195.0,-10.0,10,1
350,137996,415.0,23,301,0.210364,0.389,True,False,body,230.0,195.0,-10.0,13,1
351,138482,459.0,22,486,0.209393,0.4236,True,False,body,220.0,249.0,-10.0,42,1
352,138693,306.0,18,211,0.208973,0.4133,True,False,body,180.0,136.0,-10.0,9,1
353,139040,462.0,24,347,0.208285,0.4197,True,False,body,240.0,232.0,-10.0,13,1
354,139188,194.0,11,148,0.207992,0.4061,True,False,body,110.0,94.0,-10.0,2,1
355,139555,517.0,29,367,0.207269,0.4067,True,False,body,290.0,237.0,-10.0,15,1
356,139703,222.0,13,148,0.206978,0.4076,True,False,body,130.0,102.0,-10.0,5,1
357,139999,407.0,22,296,0.206399,0.4072,True,False,body,220.0,197.0,-10.0,7,1
358,140357,464.0,25,358,0.2057,0.4055,True,False,body,250.0,224.0,-10.0,25,1
359,140843,632.0,33,486,0.204757,0.3909,True,False,body,330.0,312.0,-10.0,18,1
360,141236,520.0,26,393,0.203999,0.3885,True,False,wall,260.0,270.0,-10.0,12,1
361,141416,250.0,15,180,0.203653,0.3972,True,False,body,150.0,110.0,-10.0,8,1
362,141654,305.0,16,238,0.203196,0.3846,True,False,body,160.0,155.0,-10.0,7,1
363,141731,89.0,5,77,0.203049,0.3755,True,False,body,50.0,49.0,-10.0,2,1
364,142120,430.0,20,389,0.202306,0.3867,True,False,body,200.0,240.0,-10.0,13,1
365,142499,519.0,29,379,0.201587,0.3867,True,False,body,290.0,239.0,-10.0,15,1
366,143074,730.0,38,575,0.200501,0.3942,True,False,wall,380.0,360.0,-10.0,27,1
367,143448,486.0,27,374,0.199799,0.3981,True,False,body,270.0,226.0,-10.0,9,1
368,143799,479.0,25,351,0.199143,0.3786,True,False,body,250.0,239.0,-10.0,10,1
369,144440,818.0,42,641,0.197953,0.4196,True,False,body,420.0,408.0,-10.0,39,1
370,144756,475.0,26,316,0.19737,0.4363,True,False,wall,260.0,225.0,-10.0,11,1
371,145279,698.0,36,523,0.196409,0.4379,True,False,body,360.0,348.0,-10.0,15,1
372,145637,498.0,27,358,0.195756,0.4326,True,False,body,270.0,238.0,-10.0,14,1
373,146657,1126.0,59,1020,0.193909,0.4341,True,False,body,590.0,546.0,-10.0,66,1
374,147150,648.0,34,493,0.193025,0.424,True,False,body,340.0,318.0,-10.0,14,1
375,147522,491.0,26,372,0.192362,0.4191,True,False,body,260.0,241.0,-10.0,18,1
376,148234,863.0,48,712,0.1911,0.4191,True,False,body,480.0,393.0,-10.0,49,1
377,148774,701.0,36,540,0.190151,0.4141,True,False,body,360.0,351.0,-10.0,47,1
378,149408,809.0,42,634,0.189045,0.427,True,False,body,420.0,399.0,-10.0,23,1
379,149787,515.0,27,379,0.188387,0.4334,True,False,body,270.0,255.0,-10.0,18,1
380,150359,738.0,39,572,0.187401,0.4424,True,False,body,390.0,358.0,-10.0,47,1
381,150483,163.0,8,124,0.187189,0.4374,True,False,body,80.0,93.0,-10.0,5,1
382,150583,154.0,9,100,0.187017,0.4402,True,False,body,90.0,74.0,-10.0,2,1
383,150856,407.0,23,273,0.186551,0.4383,True,False,wall,230.0,187.0,-10.0,9,1
384,151112,394.0,21,256,0.186114,0.4311,True,False,body,210.0,194.0,-10.0,13,1
385,151575,647.0,33,463,0.185329,0.4321,True,False,body,330.0,327.0,-10.0,16,1
386,151967,498.0,25,392,0.184667,0.4237,True,False,body,250.0,258.0,-10.0,14,1
387,152365,583.0,32,398,0.183999,0.4146,True,False,body,320.0,273.0,-10.0,21,1
388,152868,667.0,33,503,0.183159,0.4045,True,False,body,330.0,347.0,-10.0,11,1
389,153589,821.0,41,721,0.181964,0.4347,True,False,wall,410.0,421.0,-10.0,37,1
390,154255,809.0,42,666,0.18087,0.4457,True,False,body,420.0,399.0,-10.0,42,1
391,154789,628.0,33,534,0.18,0.4545,True,False,body,330.0,308.0,-10.0,34,1
392,155271,560.0,29,482,0.179219,0.4383,True,False,body,290.0,280.0,-10.0,15,1
393,155844,787.0,41,573,0.178297,0.4409,True,False,body,410.0,387.0,-10.0,19,1
394,156235,503.0,25,391,0.177671,0.4453,True,False,wall,250.0,263.0,-10.0,11,1
395,156628,481.0,25,393,0.177045,0.4521,True,False,body,250.0,241.0,-10.0,20,1
396,156998,471.0,24,370,0.176459,0.4443,True,False,body,240.0,241.0,-10.0,18,1
397,157235,352.0,18,237,0.176085,0.4525,True,False,body,180.0,182.0,-10.0,2,1
398,157518,342.0,20,283,0.17564,0.4319,True,False,body,200.0,152.0,-10.0,19,1
399,157877,486.0,28,359,0.175077,0.4388,True,False,body,280.0,216.0,-10.0,28,1
400,158131,365.0,20,254,0.174681,0.4538,True,False,body,200.0,175.0,-10.0,14,1
401,158804,830.0,44,673,0.173636,0.4593,True,False,body,440.0,400.0,-10.0,28,1
402,159372,725.0,36,568,0.172762,0.4662,True,False,body,360.0,375.0,-10.0,34,1
403,160088,879.0,42,716,0.171668,0.4658,True,False,body,420.0,469.0,-10.0,33,1
404,160405,434.0,24,317,0.171187,0.4705,True,False,body,240.0,204.0,-10.0,14,1
405,160624,279.0,15,219,0.170855,0.4596,True,False,body,150.0,139.0,-10.0,5,1
406,160963,431.0,23,339,0.170344,0.4394,True,False,body,230.0,211.0,-10.0,9,1
407,161512,738.0,38,549,0.169521,0.4497,True,False,body,380.0,368.0,-10.0,22,1
408,162074,854.0,47,562,0.168685,0.4577,True,False,body,470.0,394.0,-10.0,26,1
409,162567,649.0,35,493,0.167955,0.4648,True,False,body,350.0,309.0,-10.0,20,1
410,162982,630.0,34,415,0.167345,0.4725,True,False,body,340.0,300.0,-10.0,16,1
411,163187,278.0,14,205,0.167045,0.4429,True,False,body,140.0,148.0,-10.0,10,1
412,164011,994.0,55,824,0.165845,0.4402,True,False,body,550.0,454.0,-10.0,57,1
413,164548,740.0,42,537,0.16507,0.434,True,False,body,420.0,330.0,-10.0,39,1
414,165192,816.0,43,644,0.164148,0.4509,True,False,body,430.0,396.0,-10.0,23,1
415,165745,703.0,33,553,0.163362,0.4635,True,False,body,330.0,383.0,-10.0,22,1
416,166052,452.0,24,307,0.162927,0.4624,True,False,wall,240.0,222.0,-10.0,13,1
417,166210,245.0,14,158,0.162705,0.4676,True,False,body,140.0,115.0,-10.0,4,1
418,166624,571.0,28,414,0.162123,0.4581,True,False,body,280.0,301.0,-10.0,9,1
419,166837,302.0,16,213,0.161825,0.4549,True,False,body,160.0,152.0,-10.0,2,1
420,167450,736.0,36,613,0.160971,0.4495,True,False,body,360.0,386.0,-10.0,28,1
421,167577,202.0,12,127,0.160795,0.4365,True,False,body,120.0,92.0,-10.0,1,1
422,167826,430.0,24,249,0.160451,0.4472,True,False,body,240.0,200.0,-10.0,8,1
423,168453,833.0,43,627,0.159588,0.446,True,False,body,430.0,413.0,-10.0,29,1
424,169350,1057.0,57,897,0.158367,0.4441,True,False,body,570.0,497.0,-10.0,50,1
425,169688,473.0,24,338,0.15791,0.4482,True,False,body,240.0,243.0,-10.0,11,1
426,170233,763.0,41,545,0.157177,0.4617,True,False,wall,410.0,363.0,-10.0,22,1
427,171083,1138.0,55,850,0.156044,0.4676,True,False,body,550.0,598.0,-10.0,38,1
428,171456,545.0,31,373,0.155551,0.4895,True,False,body,310.0,245.0,-10.0,24,1
429,171720,400.0,21,264,0.155203,0.4917,True,False,body,210.0,200.0,-10.0,4,1
430,171929,307.0,17,209,0.154929,0.4707,True,False,wall,170.0,147.0,-10.0,7,1
431,172441,728.0,37,512,0.154259,0.4921,True,False,body,370.0,368.0,-10.0,28,1
432,173008,759.0,41,567,0.153523,0.4922,True,False,wall,410.0,359.0,-10.0,23,1
433,173410,560.0,29,402,0.153004,0.5073,True,False,body,290.0,280.0,-10.0,17,1
434,174109,913.0,49,699,0.152108,0.4993,True,False,body,490.0,433.0,-10.0,38,1
435,174934,967.0,49,825,0.151061,0.5072,True,False,body,490.0,487.0,-10.0,86,1
436,175388,669.0,36,454,0.150489,0.4835,True,False,body,360.0,319.0,-10.0,23,1
437,176215,980.0,48,827,0.149455,0.4686,True,False,body,480.0,510.0,-10.0,46,1
438,176559,527.0,28,344,0.149028,0.4669,True,False,body,280.0,257.0,-10.0,8,1
439,176826,364.0,20,267,0.148699,0.4506,True,False,body,200.0,174.0,-10.0,12,1
440,177142,490.0,27,316,0.148309,0.4525,True,False,body,270.0,230.0,-10.0,6,1
441,177427,415.0,21,285,0.14796,0.4617,True,False,body,210.0,215.0,-10.0,14,1
442,177741,499.0,26,314,0.147576,0.46,True,False,body,260.0,249.0,-10.0,6,1
443,178030,411.0,21,289,0.147224,0.4569,True,False,body,210.0,211.0,-10.0,10,1
444,178742,941.0,50,712,0.146363,0.4683,True,False,body,500.0,451.0,-10.0,44,1
445,179234,696.0,39,492,0.145772,0.4739,True,False,body,390.0,316.0,-10.0,29,1
446,179726,661.0,34,492,0.145185,0.4921,True,False,body,340.0,331.0,-10.0,24,1
447,180499,841.0,43,773,0.144269,0.475,True,False,body,430.0,421.0,-10.0,57,1
448,180717,306.0,15,218,0.144013,0.4553,True,False,body,150.0,166.0,-10.0,6,1
449,180957,387.0,22,240,0.143731,0.4574,True,False,body,220.0,177.0,-10.0,4,1
450,181518,718.0,36,561,0.143076,0.4622,True,False,body,360.0,368.0,-10.0,37,1
451,181950,669.0,36,432,0.142575,0.4418,True,False,body,360.0,319.0,-10.0,16,1
452,182561,886.0,48,611,0.141871,0.4642,True,False,body,480.0,416.0,-10.0,26,1
453,183047,686.0,39,486,0.141314,0.4562,True,False,body,390.0,306.0,-10.0,27,1
454,183326,390.0,20,279,0.140996,0.4742,True,False,body,200.0,200.0,-10.0,9,1
455,183695,547.0,29,369,0.140578,0.4683,True,False,body,290.0,267.0,-10.0,12,1
456,184117,571.0,32,422,0.140101,0.4689,True,False,body,320.0,261.0,-10.0,25,1
457,184576,590.0,32,459,0.139586,0.4498,True,False,body,320.0,280.0,-10.0,29,1
458,184986,611.0,34,410,0.139128,0.4448,True,False,body,340.0,281.0,-10.0,18,1
459,185351,525.0,29,365,0.138722,0.4637,True,False,body,290.0,245.0,-10.0,15,1
460,185654,446.0,24,303,0.138387,0.4509,True,False,wall,240.0,216.0,-10.0,12,1
461,186131,625.0,35,477,0.137861,0.4591,True,False,body,350.0,285.0,-10.0,34,1
462,186332,290.0,14,201,0.137641,0.4562,True,False,body,140.0,160.0,-10.0,4,1
463,186858,658.0,35,526,0.137066,0.4471,True,False,body,350.0,318.0,-10.0,35,1
464,187420,731.0,38,562,0.136457,0.4876,True,False,body,380.0,361.0,-10.0,28,1
465,187738,509.0,28,318,0.136114,0.5032,True,False,body,280.0,239.0,-10.0,13,1
466,188100,461.0,26,362,0.135725,0.4699,True,False,body,260.0,211.0,-10.0,21,1
467,188604,721.0,40,504,0.135187,0.484,True,False,body,400.0,331.0,-10.0,21,1
468,188788,272.0,13,184,0.134991,0.4807,True,False,body,130.0,152.0,-10.0,6,1
469,189619,1051.0,57,831,0.134113,0.4744,True,False,body,570.0,491.0,-10.0,43,1
470,189825,286.0,15,206,0.133896,0.4715,True,False,body,150.0,146.0,-10.0,3,1
471,190493,846.0,47,668,0.133199,0.4902,True,False,body,470.0,386.0,-10.0,34,1
472,190919,644.0,37,426,0.132757,0.4984,True,False,body,370.0,284.0,-10.0,19,1
473,191742,1042.0,52,823,0.13191,0.5486,True,False,body,520.0,532.0,-10.0,66,1
474,192002,415.0,22,260,0.131644,0.5655,True,False,body,220.0,205.0,-10.0,7,1
475,192325,510.0,26,323,0.131315,0.5467,True,False,wall,260.0,260.0,-10.0,6,1
476,192563,400.0,23,238,0.131074,0.5322,True,False,body,230.0,180.0,-10.0,3,1
477,192761,319.0,18,198,0.130873,0.5318,True,False,body,180.0,149.0,-10.0,4,1
478,193060,478.0,26,299,0.130571,0.5393,True,False,wall,260.0,228.0,-10.0,12,1
479,193476,599.0,32,416,0.130154,0.5401,True,False,body,320.0,289.0,-10.0,16,1
480,194089,850.0,44,613,0.129542,0.5406,True,False,body,440.0,420.0,-10.0,34,1
481,194645,720.0,39,556,0.128991,0.4902,True,False,body,390.0,340.0,-10.0,34,1
482,194893,368.0,21,248,0.128746,0.4851,True,False,body,210.0,168.0,-10.0,10,1
483,195213,490.0,29,320,0.128432,0.4736,True,False,wall,290.0,210.0,-10.0,16,1
484,195962,895.0,47,749,0.127701,0.4712,True,False,body,470.0,435.0,-10.0,40,1
485,196526,870.0,47,564,0.127155,0.5028,True,False,body,470.0,410.0,-10.0,19,1
486,197274,999.0,54,748,0.126437,0.5068,True,False,body,540.0,469.0,-10.0,52,1
487,197596,454.0,25,322,0.12613,0.4955,True,False,body,250.0,214.0,-10.0,21,1
488,198102,759.0,40,506,0.12565,0.4947,True,False,body,400.0,369.0,-10.0,14,1
489,198582,665.0,32,480,0.125198,0.5068,True,False,body,320.0,355.0,-10.0,26,1
490,199610,1147.0,62,1028,0.124238,0.5151,True,False,body,620.0,537.0,-10.0,84,1
491,200417,1043.0,55,807,0.123492,0.5164,True,False,body,550.0,503.0,-10.0,41,1
492,200935,685.0,34,518,0.123018,0.5082,True,False,body,340.0,355.0,-10.0,28,1
493,201681,939.0,48,746,0.12234,0.535,True,False,body,480.0,469.0,-10.0,39,1
494,202308,803.0,43,627,0.121776,0.5409,True,False,body,430.0,383.0,-10.0,36,1
495,202597,422.0,24,289,0.121517,0.5187,True,False,body,240.0,192.0,-10.0,12,1
496,203414,1009.0,53,817,0.12079,0.5441,True,False,body,530.0,489.0,-10.0,64,1
497,204026,795.0,42,612,0.120251,0.5549,True,False,body,420.0,385.0,-10.0,38,1
498,204372,483.0,26,346,0.119947,0.5142,True,False,body,260.0,233.0,-10.0,11,1
499,204897,826.0,42,525,0.11949,0.5066,True,False,body,420.0,416.0,-10.0,16,1
500,205131,354.0,19,234,0.119287,0.5055,True,False,body,190.0,174.0,-10.0,6,1
501,205516,568.0,32,385,0.118954,0.5305,True,False,body,320.0,258.0,-10.0,13,1
502,205915,580.0,30,399,0.118611,0.5046,True,False,body,300.0,290.0,-10.0,16,1
503,206562,899.0,45,647,0.118059,0.5129,True,False,body,450.0,459.0,-10.0,25,1
504,207166,894.0,47,604,0.117547,0.5039,True,False,body,470.0,434.0,-10.0,39,1
505,207374,329.0,18,208,0.117371,0.531,True,False,body,180.0,159.0,-10.0,4,1
506,207821,669.0,37,447,0.116996,0.5276,True,False,body,370.0,309.0,-10.0,31,1
507,208009,276.0,15,188,0.116839,0.5233,True,False,body,150.0,136.0,-10.0,9,1
508,208273,412.0,23,264,0.116618,0.5168,True,False,body,230.0,192.0,-10.0,5,1
509,208530,379.0,19,257,0.116405,0.5008,True,False,body,190.0,199.0,-10.0,5,1
510,208629,163.0,11,99,0.116323,0.4853,True,False,wall,110.0,63.0,-10.0,3,1
511,209155,754.0,39,526,0.115888,0.4971,True,False,body,390.0,374.0,-10.0,14,1
512,209779,847.0,44,624,0.115376,0.4781,True,False,body,440.0,417.0,-10.0,38,1
513,210372,776.0,38,593,0.114893,0.4991,True,False,body,380.0,406.0,-10.0,36,1
514,210714,488.0,27,342,0.114616,0.4855,True,False,body,270.0,228.0,-10.0,26,1
515,211050,522.0,29,336,0.114346,0.4916,True,False,body,290.0,242.0,-10.0,16,1
516,211748,992.0,55,698,0.113787,0.5059,True,False,body,550.0,452.0,-10.0,65,1
517,212130,557.0,32,382,0.113483,0.4887,True,False,body,320.0,247.0,-10.0,34,1
518,212629,706.0,36,499,0.113088,0.4957,True,False,body,360.0,356.0,-10.0,14,1
519,212974,473.0,25,345,0.112817,0.515,True,False,body,250.0,233.0,-10.0,20,1
520,213386,590.0,33,412,0.112494,0.5139,True,False,body,330.0,270.0,-10.0,22,1
521,214479,1284.0,66,1093,0.111646,0.5162,True,False,body,660.0,634.0,-10.0,78,1
522,215057,817.0,42,578,0.111202,0.4931,True,False,body,420.0,407.0,-10.0,24,1
523,215661,852.0,45,604,0.110742,0.4976,True,False,body,450.0,412.0,-10.0,28,1
524,215991,523.0,28,330,0.110492,0.4821,True,False,wall,280.0,253.0,-10.0,12,1
525,216621,806.0,41,630,0.110017,0.5124,True,False,body,410.0,406.0,-10.0,48,1
526,216984,588.0,32,363,0.109746,0.4859,True,False,body,320.0,278.0,-10.0,4,1
527,217419,661.0,35,435,0.109422,0.4982,True,False,body,350.0,321.0,-10.0,20,1
528,218022,868.0,46,603,0.108975,0.4892,True,False,wall,460.0,418.0,-10.0,39,1
529,218464,620.0,33,442,0.10865,0.5236,True,False,body,330.0,300.0,-10.0,20,1
530,219050,802.0,45,586,0.108222,0.5098,True,False,body,450.0,362.0,-10.0,60,1
531,219409,540.0,30,359,0.107962,0.4895,True,False,body,300.0,250.0,-10.0,14,1
532,219989,848.0,45,580,0.107543,0.4942,True,False,body,450.0,408.0,-10.0,37,1
533,220572,724.0,38,583,0.107125,0.5374,True,False,wall,380.0,354.0,-10.0,37,1
534,221107,802.0,42,535,0.106744,0.5357,True,False,body,420.0,392.0,-10.0,28,1
535,221604,627.0,33,497,0.106393,0.5429,True,False,body,330.0,307.0,-10.0,36,1
536,222044,710.0,39,440,0.106084,0.5365,True,False,body,390.0,330.0,-10.0,13,1
537,222317,404.0,22,273,0.105893,0.544,True,False,body,220.0,194.0,-10.0,6,1
538,222574,441.0,25,257,0.105713,0.5341,True,False,body,250.0,201.0,-10.0,5,1
539,222850,491.0,28,276,0.105521,0.5453,True,False,body,280.0,221.0,-10.0,9,1
540,223308,709.0,40,458,0.105205,0.5362,True,False,body,400.0,319.0,-10.0,28,1
541,223713,575.0,29,405,0.104926,0.5255,True,False,body,290.0,295.0,-10.0,18,1
542,224444,1034.0,54,731,0.104426,0.5205,True,False,body,540.0,504.0,-10.0,41,1
543,224650,317.0,16,206,0.104286,0.5045,True,False,body,160.0,167.0,-10.0,5,1
544,225060,635.0,38,410,0.104009,0.5061,True,False,body,380.0,265.0,-10.0,21,1
545,225809,1002.0,50,749,0.103505,0.5023,True,False,body,500.0,512.0,-10.0,57,1
546,226529,980.0,49,720,0.103026,0.5193,True,False,body,490.0,500.0,-10.0,28,1
547,227216,872.0,46,687,0.102573,0.5284,True,False,body,460.0,422.0,-10.0,34,1
548,227542,506.0,27,326,0.102359,0.5399,True,False,body,270.0,246.0,-10.0,9,1
549,227727,317.0,19,185,0.102238,0.5416,True,False,body,190.0,137.0,-10.0,9,1
550,228008,402.0,20,281,0.102055,0.5536,True,False,body,200.0,212.0,-10.0,7,1
551,228576,795.0,40,568,0.101686,0.5601,True,False,body,400.0,405.0,-10.0,31,1
552,228974,612.0,31,398,0.10143,0.5533,True,False,body,310.0,312.0,-10.0,12,1
553,229653,949.0,51,679,0.100995,0.5588,True,False,body,510.0,449.0,-10.0,48,1
554,230038,549.0,29,385,0.10075,0.5579,True,False,body,290.0,269.0,-10.0,24,1
555,230569,768.0,42,531,0.100415,0.5717,True,False,body,420.0,358.0,-10.0,37,1
556,230951,606.0,33,382,0.100175,0.5528,True,False,body,330.0,286.0,-10.0,13,1
557,231613,959.0,48,662,0.099761,0.5461,True,False,body,480.0,489.0,-10.0,19,1
558,231991,592.0,31,378,0.099526,0.5316,True,False,body,310.0,292.0,-10.0,14,1
559,232473,713.0,36,482,0.099229,0.5781,True,False,body,360.0,363.0,-10.0,17,1
560,233122,842.0,42,649,0.098831,0.5619,True,False,body,420.0,432.0,-10.0,25,1
561,233577,653.0,33,455,0.098554,0.5318,True,False,body,330.0,333.0,-10.0,18,1
562,233936,585.0,31,359,0.098337,0.5292,True,False,body,310.0,285.0,-10.0,3,1
563,234427,665.0,35,491,0.098041,0.5341,True,False,body,350.0,325.0,-10.0,42,1
564,235316,1202.0,62,889,0.09751,0.544,True,False,body,620.0,592.0,-10.0,76,1
565,235851,800.0,42,535,0.097194,0.566,True,False,body,420.0,390.0,-10.0,29,1
566,236277,634.0,33,426,0.096943,0.5535,True,False,body,330.0,314.0,-10.0,10,1
567,236472,279.0,13,195,0.096829,0.5306,True,False,body,130.0,159.0,-10.0,4,1
568,236742,412.0,21,270,0.096671,0.5421,True,False,body,210.0,212.0,-10.0,4,1
569,237192,655.0,38,450,0.096409,0.5278,True,False,body,380.0,285.0,-10.0,24,1
570,237642,653.0,36,450,0.096149,0.5235,True,False,body,360.0,303.0,-10.0,28,1
571,237687,55.0,3,45,0.096123,0.5063,True,False,body,30.0,35.0,-10.0,0,1
572,237994,441.0,23,307,0.095946,0.5103,True,False,body,230.0,221.0,-10.0,13,1
573,238360,498.0,27,366,0.095736,0.5143,True,False,body,270.0,238.0,-10.0,21,1
574,238895,750.0,40,535,0.095432,0.5021,True,False,body,400.0,360.0,-10.0,31,1
575,239527,867.0,46,632,0.095074,0.5325,True,False,body,460.0,417.0,-10.0,26,1
576,239884,516.0,26,357,0.094873,0.5263,True,False,body,260.0,266.0,-10.0,17,1
577,240485,876.0,46,601,0.094538,0.5148,True,False,wall,460.0,426.0,-10.0,36,1
578,241060,817.0,39,575,0.094219,0.5166,True,False,body,390.0,437.0,-10.0,40,1
579,241638,829.0,44,578,0.0939,0.5274,True,False,body,440.0,399.0,-10.0,31,1
580,242059,626.0,32,421,0.09367,0.5349,True,False,body,320.0,316.0,-10.0,20,1
581,242547,725.0,38,488,0.093404,0.5365,True,False,body,380.0,355.0,-10.0,25,1
582,242836,426.0,22,289,0.093248,0.5372,True,False,body,220.0,216.0,-10.0,15,1
583,243228,608.0,33,392,0.093036,0.5273,True,False,wall,330.0,288.0,-10.0,14,1
584,243801,760.0,42,573,0.092729,0.5192,True,False,body,420.0,350.0,-10.0,37,1
585,244942,1278.0,68,1141,0.092124,0.528,True,False,body,680.0,608.0,-10.0,101,1
586,245702,1104.0,61,760,0.091726,0.5152,True,False,body,610.0,504.0,-10.0,47,1
587,246078,555.0,28,376,0.09153,0.5172,True,False,body,280.0,285.0,-10.0,21,1
588,246815,992.0,54,737,0.091149,0.5138,True,False,body,540.0,462.0,-10.0,27,1
589,247361,750.0,39,546,0.090869,0.5349,True,False,body,390.0,370.0,-10.0,36,1
590,248040,898.0,48,679,0.090524,0.5355,True,False,body,480.0,428.0,-10.0,58,1
591,248509,666.0,34,469,0.090287,0.5526,True,False,body,340.0,336.0,-10.0,27,1
592,249155,887.0,48,646,0.089963,0.5411,True,False,body,480.0,417.0,-10.0,48,1
593,249991,1051.0,54,836,0.089548,0.5036,True,False,body,540.0,521.0,-10.0,83,1
594,250274,418.0,24,283,0.089408,0.54,True,False,body,240.0,188.0,-10.0,21,1
595,250884,887.0,48,610,0.089109,0.5405,True,False,body,480.0,417.0,-10.0,36,1
596,251265,567.0,27,381,0.088923,0.5434,True,False,body,270.0,307.0,-10.0,9,1
597,251860,739.0,39,595,0.088634,0.5439,True,False,body,390.0,359.0,-10.0,27,1
