episode,env_steps_total,score,rollout
0,2048,0,1
1,2048,1,1
2,2048,1,1
3,2048,0,1
4,2048,1,1
5,2048,0,1
6,2048,0,1
7,2048,0,1
8,2048,0,1
9,2048,0,1
10,2048,0,1
11,2048,0,1
12,2048,0,1
13,2048,0,1
14,2048,0,1
15,2048,0,1
16,2048,0,1
17,2048,0,1
18,2048,0,1
19,2048,0,1
20,2048,1,1
21,2048,0,1
22,2048,0,1
23,2048,0,1
24,2048,0,1
25,2048,0,1
26,2048,0,1
27,2048,0,1
28,2048,0,1
29,2048,0,1
30,2048,0,1
31,2048,0,1
32,2048,1,1
33,2048,0,1
34,2048,0,1
35,2048,0,1
36,2048,1,1
37,2048,0,1
38,2048,0,1
39,2048,1,1
40,2048,0,1
41,2048,0,1
42,2048,0,1
43,2048,0,1
44,2048,1,1
45,2048,0,1
46,2048,0,1
47,2048,0,1
48,2048,0,1
49,2048,0,1
50,2048,0,1
51,2048,1,1
52,2048,0,1
53,2048,1,1
54,4096,0,2
55,4096,0,2
56,4096,2,2
57,4096,0,2
58,4096,0,2
59,4096,0,2
60,4096,0,2
61,4096,0,2
62,4096,0,2
63,4096,2,2
64,4096,1,2
65,4096,1,2
66,4096,0,2
67,4096,0,2
68,4096,0,2
69,4096,0,2
70,4096,0,2
71,4096,1,2
72,4096,1,2
73,4096,0,2
74,4096,0,2
75,4096,0,2
76,4096,0,2
77,4096,0,2
78,4096,0,2
79,4096,0,2
80,4096,0,2
81,4096,2,2
82,4096,1,2
83,4096,1,2
84,6144,6,3
85,6144,2,3
86,6144,2,3
87,6144,0,3
88,6144,0,3
89,6144,1,3
90,6144,1,3
91,6144,0,3
92,6144,3,3
93,6144,1,3
94,6144,0,3
95,6144,1,3
96,6144,0,3
97,6144,0,3
98,6144,1,3
99,6144,1,3
100,6144,0,3
101,6144,0,3
102,6144,0,3
103,6144,1,3
104,6144,0,3
105,8192,3,4
106,8192,3,4
107,8192,5,4
108,8192,3,4
109,8192,3,4
110,8192,5,4
111,8192,1,4
112,8192,2,4
113,8192,1,4
114,8192,2,4
115,8192,0,4
116,8192,1,4
117,8192,3,4
118,8192,3,4
119,8192,6,4
120,10240,0,5
121,10240,0,5
122,10240,5,5
123,10240,3,5
124,10240,3,5
125,10240,3,5
126,10240,0,5
127,10240,4,5
128,10240,4,5
129,10240,1,5
130,10240,4,5
131,10240,3,5
132,10240,1,5
133,10240,5,5
134,10240,0,5
135,10240,3,5
136,10240,1,5
137,10240,1,5
138,10240,0,5
139,12288,3,6
140,12288,5,6
141,12288,4,6
142,12288,3,6
143,12288,2,6
144,12288,6,6
145,12288,1,6
146,12288,3,6
147,12288,2,6
148,12288,3,6
149,12288,4,6
150,12288,1,6
151,12288,2,6
152,12288,6,6
153,12288,5,6
154,12288,4,6
155,12288,1,6
156,12288,3,6
157,14336,3,7
158,14336,0,7
159,14336,1,7
160,14336,3,7
161,14336,3,7
162,14336,4,7
163,14336,4,7
164,14336,4,7
165,14336,4,7
166,14336,3,7
167,14336,2,7
168,14336,3,7
169,14336,1,7
170,14336,3,7
171,14336,6,7
172,14336,2,7
173,14336,4,7
174,14336,1,7
175,14336,1,7
176,14336,3,7
177,14336,3,7
178,14336,3,7
179,14336,3,7
180,14336,6,7
181,16384,5,8
182,16384,6,8
183,16384,4,8
184,16384,5,8
185,16384,4,8
186,16384,3,8
187,16384,5,8
188,16384,5,8
189,16384,3,8
190,16384,4,8
191,16384,4,8
192,16384,3,8
193,16384,7,8
194,16384,6,8
195,16384,3,8
196,16384,3,8
197,18432,3,9
198,18432,5,9
199,18432,3,9
200,18432,3,9
201,18432,3,9
202,18432,5,9
203,18432,3,9
204,18432,3,9
205,18432,6,9
206,18432,3,9
207,18432,5,9
208,18432,0,9
209,18432,5,9
210,18432,4,9
211,18432,5,9
212,18432,2,9
213,18432,9,9
214,18432,3,9
215,18432,2,9
216,18432,2,9
217,20480,4,10
218,20480,4,10
219,20480,8,10
220,20480,4,10
221,20480,7,10
222,20480,4,10
223,20480,7,10
224,20480,3,10
225,20480,3,10
226,20480,3,10
227,20480,4,10
228,20480,3,10
229,20480,3,10
230,20480,5,10
231,20480,6,10
232,20480,3,10
233,20480,3,10
234,22528,7,11
235,22528,10,11
236,22528,6,11
237,22528,3,11
238,22528,2,11
239,22528,3,11
240,22528,6,11
241,22528,3,11
242,22528,10,11
243,22528,4,11
244,22528,1,11
245,22528,3,11
246,22528,4,11
247,22528,4,11
248,22528,4,11
249,22528,3,11
250,22528,3,11
251,22528,6,11
252,24576,7,12
253,24576,6,12
254,24576,3,12
255,24576,5,12
256,24576,6,12
257,24576,4,12
258,24576,5,12
259,24576,3,12
260,24576,4,12
261,24576,7,12
262,24576,4,12
263,24576,4,12
264,24576,6,12
265,24576,1,12
266,24576,4,12
267,24576,8,12
268,26624,9,13
269,26624,3,13
270,26624,8,13
271,26624,6,13
272,26624,5,13
273,26624,10,13
274,26624,12,13
275,26624,7,13
276,26624,5,13
277,26624,7,13
278,26624,5,13
279,26624,3,13
280,26624,0,13
281,26624,3,13
282,26624,7,13
283,28672,12,14
284,28672,5,14
285,28672,8,14
286,28672,11,14
287,28672,7,14
288,28672,5,14
289,28672,7,14
290,28672,3,14
291,28672,8,14
292,28672,3,14
293,28672,8,14
294,28672,6,14
295,28672,6,14
296,30720,6,15
297,30720,13,15
298,30720,5,15
299,30720,8,15
300,30720,5,15
301,30720,8,15
302,30720,9,15
303,30720,10,15
304,30720,3,15
305,30720,13,15
306,30720,5,15
307,30720,9,15
308,32768,8,16
309,32768,10,16
310,32768,6,16
311,32768,6,16
312,32768,3,16
313,32768,4,16
314,32768,9,16
315,32768,6,16
316,32768,12,16
317,32768,3,16
318,32768,8,16
319,32768,6,16
320,32768,10,16
321,32768,8,16
322,34816,10,17
323,34816,8,17
324,34816,11,17
325,34816,6,17
326,34816,7,17
327,34816,9,17
328,34816,12,17
329,34816,15,17
330,34816,13,17
331,34816,10,17
332,34816,7,17
333,36864,10,18
334,36864,10,18
335,36864,8,18
336,36864,7,18
337,36864,4,18
338,36864,8,18
339,36864,3,18
340,36864,3,18
341,36864,8,18
342,36864,12,18
343,36864,8,18
344,36864,7,18
345,36864,16,18
346,38912,7,19
347,38912,15,19
348,38912,8,19
349,38912,5,19
350,38912,7,19
351,38912,5,19
352,38912,9,19
353,38912,8,19
354,38912,7,19
355,38912,11,19
356,38912,8,19
357,38912,13,19
358,38912,8,19
359,38912,12,19
360,40960,14,20
361,40960,11,20
362,40960,8,20
363,40960,11,20
364,40960,15,20
365,40960,11,20
366,40960,10,20
367,40960,12,20
368,40960,8,20
369,40960,6,20
370,40960,15,20
371,40960,6,20
372,40960,3,20
373,43008,7,21
374,43008,13,21
375,43008,9,21
376,43008,9,21
377,43008,12,21
378,43008,11,21
379,43008,8,21
380,43008,6,21
381,43008,12,21
382,43008,9,21
383,43008,9,21
384,43008,9,21
385,43008,5,21
386,45056,10,22
387,45056,8,22
388,45056,7,22
389,45056,10,22
390,45056,9,22
391,45056,5,22
392,45056,6,22
393,45056,4,22
394,45056,7,22
395,45056,12,22
396,45056,14,22
397,45056,6,22
398,45056,14,22
399,47104,8,23
400,47104,13,23
401,47104,11,23
402,47104,6,23
403,47104,8,23
404,47104,13,23
405,47104,9,23
406,47104,7,23
407,47104,12,23
408,47104,12,23
409,47104,12,23
410,47104,12,23
411,47104,8,23
412,49152,14,24
413,49152,3,24
414,49152,10,24
415,49152,9,24
416,49152,8,24
417,49152,14,24
418,49152,7,24
419,49152,8,24
420,49152,6,24
421,49152,5,24
422,49152,6,24
423,49152,14,24
424,49152,7,24
425,49152,11,24
426,49152,7,24
427,51200,10,25
428,51200,5,25
429,51200,13,25
430,51200,4,25
431,51200,7,25
432,51200,7,25
433,51200,6,25
434,51200,14,25
435,51200,5,25
436,51200,16,25
437,51200,5,25
438,51200,9,25
439,51200,11,25
440,51200,9,25
441,51200,17,25
442,51200,10,25
443,53248,9,26
444,53248,16,26
445,53248,10,26
446,53248,14,26
447,53248,10,26
448,53248,7,26
449,53248,6,26
450,53248,11,26
451,53248,11,26
452,53248,17,26
453,53248,10,26
454,53248,7,26
455,53248,10,26
456,55296,8,27
457,55296,1,27
458,55296,10,27
459,55296,11,27
460,55296,12,27
461,55296,13,27
462,55296,4,27
463,55296,9,27
464,55296,5,27
465,55296,13,27
466,55296,3,27
467,55296,4,27
468,55296,8,27
469,55296,6,27
470,55296,12,27
471,55296,7,27
472,55296,7,27
473,55296,6,27
474,55296,13,27
475,57344,8,28
476,57344,4,28
477,57344,16,28
478,57344,10,28
479,57344,9,28
480,57344,12,28
481,57344,12,28
482,57344,13,28
483,57344,22,28
484,57344,15,28
485,57344,13,28
486,59392,16,29
487,59392,7,29
488,59392,7,29
489,59392,11,29
490,59392,11,29
491,59392,13,29
492,59392,7,29
493,59392,8,29
494,59392,2,29
495,59392,12,29
496,59392,7,29
497,59392,10,29
498,59392,7,29
499,59392,11,29
500,59392,11,29
501,61440,13,30
502,61440,23,30
503,61440,10,30
504,61440,7,30
505,61440,5,30
506,61440,4,30
507,61440,5,30
508,61440,12,30
509,61440,6,30
510,61440,7,30
511,61440,6,30
512,61440,5,30
513,61440,28,30
514,61440,11,30
515,61440,6,30
516,63488,4,31
517,63488,10,31
518,63488,10,31
519,63488,5,31
520,63488,5,31
521,63488,9,31
522,63488,11,31
523,63488,8,31
524,63488,6,31
525,63488,12,31
526,63488,14,31
527,63488,8,31
528,63488,2,31
529,63488,5,31
530,63488,7,31
531,63488,9,31
532,63488,7,31
533,63488,9,31
534,63488,5,31
535,63488,3,31
536,65536,7,32
537,65536,11,32
538,65536,4,32
539,65536,14,32
540,65536,12,32
541,65536,5,32
542,65536,6,32
543,65536,9,32
544,65536,19,32
545,65536,9,32
546,65536,13,32
547,65536,9,32
548,65536,5,32
549,65536,7,32
550,65536,11,32
551,67584,18,33
552,67584,8,33
553,67584,12,33
554,67584,11,33
555,67584,13,33
556,67584,5,33
557,67584,11,33
558,67584,11,33
559,67584,13,33
560,67584,16,33
561,67584,6,33
562,67584,7,33
563,67584,17,33
564,67584,9,33
565,67584,4,33
566,69632,16,34
567,69632,9,34
568,69632,2,34
569,69632,9,34
570,69632,9,34
571,69632,4,34
572,69632,15,34
573,69632,6,34
574,69632,14,34
575,69632,14,34
576,69632,4,34
577,69632,17,34
578,69632,10,34
579,69632,9,34
580,69632,9,34
581,69632,12,34
582,71680,13,35
583,71680,8,35
584,71680,10,35
585,71680,9,35
586,71680,21,35
587,71680,4,35
588,71680,19,35
589,71680,19,35
590,71680,6,35
591,71680,3,35
592,71680,14,35
593,71680,14,35
594,71680,6,35
595,71680,5,35
596,71680,11,35
597,71680,6,35
598,73728,11,36
599,73728,7,36
600,73728,14,36
601,73728,9,36
602,73728,11,36
603,73728,16,36
604,73728,5,36
605,73728,9,36
606,73728,3,36
607,73728,7,36
608,73728,7,36
609,73728,9,36
610,73728,3,36
611,73728,8,36
612,73728,9,36
613,73728,12,36
614,75776,13,37
615,75776,10,37
616,75776,8,37
617,75776,6,37
618,75776,9,37
619,75776,6,37
620,75776,7,37
621,75776,15,37
622,75776,9,37
623,75776,5,37
624,75776,15,37
625,75776,11,37
626,75776,5,37
627,75776,5,37
628,75776,10,37
629,75776,8,37
630,77824,9,38
631,77824,7,38
632,77824,5,38
633,77824,7,38
634,77824,12,38
635,77824,9,38
636,77824,11,38
637,77824,14,38
638,77824,11,38
639,77824,18,38
640,77824,10,38
641,77824,12,38
642,77824,14,38
643,77824,10,38
644,77824,7,38
645,79872,6,39
646,79872,4,39
647,79872,7,39
648,79872,8,39
649,79872,16,39
650,79872,8,39
651,79872,11,39
652,79872,14,39
653,79872,11,39
654,79872,25,39
655,79872,12,39
656,79872,5,39
657,79872,16,39
658,79872,16,39
659,79872,3,39
660,81920,7,40
661,81920,13,40
662,81920,8,40
663,81920,7,40
664,81920,10,40
665,81920,16,40
666,81920,8,40
667,81920,10,40
668,81920,11,40
669,81920,9,40
670,81920,12,40
671,81920,13,40
672,81920,6,40
673,81920,9,40
674,81920,3,40
675,81920,11,40
676,83968,12,41
677,83968,18,41
678,83968,18,41
679,83968,10,41
680,83968,13,41
681,83968,5,41
682,83968,4,41
683,83968,9,41
684,83968,14,41
685,83968,10,41
686,83968,8,41
687,83968,7,41
688,83968,19,41
689,83968,5,41
690,83968,8,41
691,83968,10,41
692,86016,6,42
693,86016,3,42
694,86016,11,42
695,86016,6,42
696,86016,11,42
697,86016,16,42
698,86016,5,42
699,86016,7,42
700,86016,5,42
701,86016,3,42
702,86016,5,42
703,86016,12,42
704,86016,12,42
705,86016,20,42
706,86016,8,42
707,86016,15,42
708,86016,9,42
709,86016,13,42
710,88064,5,43
711,88064,15,43
712,88064,21,43
713,88064,6,43
714,88064,9,43
715,88064,5,43
716,88064,11,43
717,88064,21,43
718,88064,19,43
719,88064,6,43
720,88064,17,43
721,88064,12,43
722,88064,5,43
723,90112,7,44
724,90112,5,44
725,90112,11,44
726,90112,12,44
727,90112,9,44
728,90112,31,44
729,90112,16,44
730,90112,9,44
731,90112,14,44
732,90112,8,44
733,90112,3,44
734,90112,6,44
735,90112,8,44
736,90112,11,44
737,90112,6,44
738,90112,11,44
739,92160,7,45
740,92160,14,45
741,92160,14,45
742,92160,8,45
743,92160,3,45
744,92160,15,45
745,92160,9,45
746,92160,13,45
747,92160,16,45
748,92160,12,45
749,92160,19,45
750,92160,13,45
751,92160,18,45
752,92160,6,45
753,94208,9,46
754,94208,5,46
755,94208,13,46
756,94208,10,46
757,94208,23,46
758,94208,7,46
759,94208,14,46
760,94208,5,46
761,94208,8,46
762,94208,10,46
763,94208,9,46
764,94208,18,46
765,94208,7,46
766,94208,9,46
767,94208,18,46
768,94208,9,46
769,94208,11,46
770,94208,3,46
771,96256,9,47
772,96256,10,47
773,96256,10,47
774,96256,4,47
775,96256,18,47
776,96256,9,47
777,96256,9,47
778,96256,22,47
779,96256,12,47
780,96256,14,47
781,96256,15,47
782,96256,15,47
783,96256,16,47
784,98304,11,48
785,98304,9,48
786,98304,7,48
787,98304,14,48
788,98304,24,48
789,98304,16,48
790,98304,12,48
791,98304,7,48
792,98304,13,48
793,98304,9,48
794,98304,9,48
795,98304,16,48
796,98304,9,48
797,98304,11,48
798,100352,16,49
799,100352,10,49
800,100352,22,49
801,100352,8,49
802,100352,5,49
803,100352,12,49
804,100352,10,49
805,100352,33,49
806,100352,17,49
807,100352,10,49
808,100352,6,49
809,100352,10,49
810,100352,7,49
811,102400,8,50
812,102400,8,50
813,102400,7,50
814,102400,4,50
815,102400,11,50
816,102400,11,50
817,102400,12,50
818,102400,28,50
819,102400,9,50
820,102400,19,50
821,102400,4,50
822,102400,9,50
823,102400,17,50
824,102400,11,50
825,102400,11,50
826,104448,5,51
827,104448,8,51
828,104448,11,51
829,104448,11,51
830,104448,12,51
831,104448,11,51
832,104448,11,51
833,104448,11,51
834,104448,6,51
835,104448,8,51
836,104448,13,51
837,104448,15,51
838,104448,13,51
839,104448,4,51
840,104448,18,51
841,104448,7,51
842,104448,13,51
843,106496,9,52
844,106496,18,52
845,106496,18,52
846,106496,12,52
847,106496,9,52
848,106496,9,52
849,106496,15,52
850,106496,3,52
851,106496,8,52
852,106496,18,52
853,106496,11,52
854,106496,19,52
855,106496,7,52
856,108544,5,53
857,108544,9,53
858,108544,10,53
859,108544,13,53
860,108544,24,53
861,108544,20,53
862,108544,9,53
863,108544,23,53
864,108544,16,53
865,108544,13,53
866,108544,21,53
867,110592,5,54
868,110592,9,54
869,110592,7,54
870,110592,15,54
871,110592,9,54
872,110592,17,54
873,110592,6,54
874,110592,11,54
875,110592,10,54
876,110592,15,54
877,110592,11,54
878,110592,13,54
879,110592,16,54
880,110592,13,54
881,110592,14,54
882,112640,11,55
883,112640,15,55
884,112640,9,55
885,112640,8,55
886,112640,12,55
887,112640,17,55
888,112640,10,55
889,112640,5,55
890,112640,26,55
891,112640,7,55
892,112640,11,55
893,112640,7,55
894,112640,4,55
895,112640,3,55
896,112640,6,55
897,112640,8,55
898,112640,14,55
899,114688,17,56
900,114688,21,56
901,114688,9,56
902,114688,17,56
903,114688,30,56
904,114688,9,56
905,114688,23,56
906,114688,26,56
907,116736,8,57
908,116736,18,57
909,116736,15,57
910,116736,19,57
911,116736,19,57
912,116736,15,57
913,116736,27,57
914,116736,18,57
915,116736,18,57
916,116736,15,57
917,118784,15,58
918,118784,6,58
919,118784,21,58
920,118784,4,58
921,118784,8,58
922,118784,19,58
923,118784,5,58
924,118784,16,58
925,118784,14,58
926,118784,14,58
927,118784,14,58
928,118784,9,58
929,118784,8,58
930,118784,11,58
931,120832,11,59
932,120832,11,59
933,120832,4,59
934,120832,3,59
935,120832,11,59
936,120832,12,59
937,120832,12,59
938,120832,9,59
939,120832,19,59
940,120832,19,59
941,120832,9,59
942,120832,6,59
943,120832,20,59
944,120832,9,59
945,120832,12,59
946,122880,13,60
947,122880,21,60
948,122880,16,60
949,122880,8,60
950,122880,17,60
951,122880,7,60
952,122880,7,60
953,122880,7,60
954,122880,13,60
955,122880,9,60
956,122880,17,60
957,122880,10,60
958,122880,17,60
959,124928,13,61
960,124928,8,61
961,124928,7,61
962,124928,7,61
963,124928,6,61
964,124928,15,61
965,124928,7,61
966,124928,19,61
967,124928,15,61
968,124928,16,61
969,124928,16,61
970,124928,16,61
971,124928,10,61
972,124928,13,61
973,124928,17,61
974,124928,3,61
975,126976,8,62
976,126976,22,62
977,126976,10,62
978,126976,5,62
979,126976,16,62
980,126976,15,62
981,126976,6,62
982,126976,12,62
983,126976,22,62
984,126976,3,62
985,126976,8,62
986,126976,8,62
987,126976,19,62
988,126976,6,62
989,126976,12,62
990,129024,27,63
991,129024,12,63
992,129024,13,63
993,129024,20,63
994,129024,23,63
995,129024,11,63
996,129024,4,63
997,129024,8,63
998,129024,22,63
999,129024,6,63
1000,131072,17,64
1001,131072,10,64
1002,131072,7,64
1003,131072,22,64
1004,131072,4,64
1005,131072,20,64
1006,131072,11,64
1007,131072,10,64
1008,131072,13,64
1009,131072,17,64
1010,131072,23,64
1011,131072,15,64
1012,133120,27,65
1013,133120,13,65
1014,133120,7,65
1015,133120,18,65
1016,133120,23,65
1017,133120,8,65
1018,133120,10,65
1019,133120,4,65
1020,133120,16,65
1021,133120,15,65
1022,133120,14,65
1023,133120,13,65
1024,133120,9,65
1025,135168,18,66
1026,135168,19,66
1027,135168,10,66
1028,135168,21,66
1029,135168,7,66
1030,135168,6,66
1031,135168,12,66
1032,135168,16,66
1033,135168,3,66
1034,135168,13,66
1035,135168,14,66
1036,135168,24,66
1037,135168,3,66
1038,135168,13,66
1039,135168,9,66
1040,135168,5,66
1041,137216,22,67
1042,137216,14,67
1043,137216,20,67
1044,137216,13,67
1045,137216,19,67
1046,137216,19,67
1047,137216,14,67
1048,137216,18,67
1049,137216,14,67
1050,137216,12,67
1051,137216,6,67
1052,139264,18,68
1053,139264,12,68
1054,139264,11,68
1055,139264,18,68
1056,139264,7,68
1057,139264,11,68
1058,139264,27,68
1059,139264,7,68
