episode,env_steps_total,episode_reward,score,survival_steps,epsilon,loss_mean,terminated,truncated,death_reason,fruit_reward_sum,distance_shaping_reward_sum,death_penalty_sum
186,8965,-19.0,0,56,0.868539,2.514,True,False,wall,0.0,-9.0,-10.0
187,9047,-19.0,0,82,0.867827,1.644,True,False,wall,0.0,-9.0,-10.0
188,9083,-21.0,0,36,0.867514,1.3644,True,False,wall,0.0,-11.0,-10.0
189,9103,-3.0,0,20,0.867341,1.4877,True,False,wall,0.0,7.0,-10.0
190,9133,-1.0,0,30,0.867081,1.7676,True,False,wall,0.0,9.0,-10.0
191,9215,10.0,1,82,0.86637,1.4306,True,False,wall,10.0,10.0,-10.0
192,9230,9.0,1,15,0.86624,1.7664,True,False,wall,10.0,9.0,-10.0
193,9285,-4.0,0,55,0.865764,1.4201,True,False,wall,0.0,6.0,-10.0
194,9302,-8.0,0,17,0.865617,1.9763,True,False,wall,0.0,2.0,-10.0
195,9338,-19.0,0,36,0.865305,2.3932,True,False,wall,0.0,-9.0,-10.0
196,9355,-20.0,0,17,0.865158,2.357,True,False,wall,0.0,-10.0,-10.0
197,9398,16.0,2,43,0.864786,1.9669,True,False,wall,20.0,6.0,-10.0
198,9415,-20.0,0,17,0.864639,1.3627,True,False,wall,0.0,-10.0,-10.0
199,9543,-15.0,0,128,0.863533,1.4684,True,False,wall,0.0,-5.0,-10.0
200,9613,-15.0,0,70,0.862929,1.8046,True,False,wall,0.0,-5.0,-10.0
201,9716,-6.0,0,103,0.86204,1.5164,True,False,wall,0.0,4.0,-10.0
202,9784,1.0,0,68,0.861454,1.3966,True,False,wall,0.0,11.0,-10.0
203,9806,-11.0,0,22,0.861265,1.3684,True,False,wall,0.0,-1.0,-10.0
204,9842,-6.0,1,36,0.860955,1.1711,True,False,wall,10.0,-6.0,-10.0
205,9852,-1.0,0,10,0.860869,1.5069,True,False,wall,0.0,9.0,-10.0
206,9872,2.0,1,20,0.860697,1.3164,True,False,wall,10.0,2.0,-10.0
207,9910,-7.0,0,38,0.86037,1.3576,True,False,wall,0.0,3.0,-10.0
208,9927,-4.0,0,17,0.860223,1.289,True,False,wall,0.0,6.0,-10.0
209,10019,-7.0,0,92,0.859432,1.6228,True,False,wall,0.0,3.0,-10.0
210,10052,5.0,1,33,0.859149,1.7863,True,False,wall,10.0,5.0,-10.0
211,10093,-3.0,1,41,0.858796,1.7789,True,False,wall,10.0,-3.0,-10.0
212,10113,-17.0,0,20,0.858625,1.7625,True,False,wall,0.0,-7.0,-10.0
213,10125,-17.0,0,12,0.858522,1.4808,True,False,wall,0.0,-7.0,-10.0
214,10169,6.0,1,44,0.858144,1.4041,True,False,wall,10.0,6.0,-10.0
215,10183,-11.0,0,14,0.858024,1.0071,True,False,wall,0.0,-1.0,-10.0
216,10219,-9.0,0,36,0.857715,1.4097,True,False,wall,0.0,1.0,-10.0
217,10256,-14.0,0,37,0.857398,1.4824,True,False,wall,0.0,-4.0,-10.0
218,10290,-11.0,0,34,0.857106,1.7028,True,False,wall,0.0,-1.0,-10.0
219,10307,-18.0,0,17,0.856961,1.4574,True,False,wall,0.0,-8.0,-10.0
220,10434,22.0,2,127,0.855873,1.4263,True,False,wall,20.0,12.0,-10.0
221,10464,2.0,1,30,0.855616,2.3943,True,False,wall,10.0,2.0,-10.0
222,10564,-3.0,0,100,0.854761,2.534,True,False,wall,0.0,7.0,-10.0
223,10671,9.0,1,107,0.853847,1.9709,True,False,wall,10.0,9.0,-10.0
224,10700,-8.0,0,29,0.853599,1.9445,True,False,wall,0.0,2.0,-10.0
225,10755,-14.0,0,55,0.85313,1.7556,True,False,wall,0.0,-4.0,-10.0
226,10785,-13.0,0,30,0.852874,1.5507,True,False,wall,0.0,-3.0,-10.0
227,10942,-2.0,0,157,0.851536,1.6881,True,False,wall,0.0,8.0,-10.0
228,10959,7.0,1,17,0.851391,1.6877,True,False,wall,10.0,7.0,-10.0
229,11007,-7.0,0,48,0.850983,1.5642,True,False,wall,0.0,3.0,-10.0
230,11021,-15.0,0,14,0.850864,1.4085,True,False,wall,0.0,-5.0,-10.0
231,11044,-6.0,0,23,0.850668,1.4015,True,False,wall,0.0,4.0,-10.0
232,11060,-11.0,0,16,0.850532,1.3315,True,False,wall,0.0,-1.0,-10.0
233,11098,-13.0,0,38,0.850209,1.4963,True,False,wall,0.0,-3.0,-10.0
234,11117,-16.0,0,19,0.850047,1.304,True,False,wall,0.0,-6.0,-10.0
235,11185,4.0,1,68,0.849469,1.5082,True,False,wall,10.0,4.0,-10.0
236,11198,-20.0,0,13,0.849359,1.4887,True,False,wall,0.0,-10.0,-10.0
237,11222,-15.0,0,24,0.849155,1.098,True,False,wall,0.0,-5.0,-10.0
238,11233,-4.0,0,11,0.849062,1.1574,True,False,wall,0.0,6.0,-10.0
239,11263,-17.0,0,30,0.848807,1.1514,True,False,wall,0.0,-7.0,-10.0
240,11290,-10.0,0,27,0.848578,1.3102,True,False,wall,0.0,0.0,-10.0
241,11358,2.0,1,68,0.848001,1.3178,True,False,wall,10.0,2.0,-10.0
242,11386,-13.0,0,28,0.847764,1.4789,True,False,wall,0.0,-3.0,-10.0
243,11453,-12.0,0,67,0.847196,1.8169,True,False,wall,0.0,-2.0,-10.0
244,11518,-2.0,0,65,0.846645,1.7389,True,False,wall,0.0,8.0,-10.0
245,11675,32.0,2,157,0.845317,1.5259,True,False,wall,20.0,22.0,-10.0
246,11804,7.0,1,129,0.844227,1.2636,True,False,wall,10.0,7.0,-10.0
247,11851,-10.0,0,47,0.843831,1.1869,True,False,wall,0.0,0.0,-10.0
248,11887,-13.0,0,36,0.843527,1.4306,True,False,wall,0.0,-3.0,-10.0
249,11902,-2.0,0,15,0.843401,1.1684,True,False,wall,0.0,8.0,-10.0
250,11984,-13.0,0,82,0.842709,1.2945,True,False,wall,0.0,-3.0,-10.0
251,12006,-5.0,0,22,0.842524,1.9044,True,False,wall,0.0,5.0,-10.0
252,12023,2.0,0,17,0.842381,1.8097,True,False,wall,0.0,12.0,-10.0
253,12119,19.0,2,96,0.841572,2.0057,True,False,wall,20.0,9.0,-10.0
